Year,Country,Song,Artist,Final_Place,Final_Points,Top 5,Top 10,Running_Order_Final,Grand_Final_Ind,Big6_Ind,Semi_Final_Num,Semi_Place,Semi_Points,Running_Order_Semi,National_Final,Genre,Solo_Artist,Sex,Returning_Artist_Ind,Number of Members,Language1,Language2,Language3,Language4,Language5,Language6,Multiple_Language,National_Language_Used,EU,NATO,Country_Group,MyESB_Community,MyESB_Personal,OGAE_Points,Qualification_Record,jury_points,tele_points,jury_points_sf,tele_points_sf,withdrawn_2026,country_code
2024,Slovenia,Veronika,Raiven,23.0,27.0,,,22.0,1.0,0.0,1.0,9.0,51.0,9.0,0,,1,F,0,1,Slovene,,,,,,0,True,1,1,Central,15,18,10.0,0.368421053,15.0,12.0,,,False,SVN
2024,Spain,Zorra,Nebulossa,22.0,30.0,,,8.0,1.0,1.0,,,,,1,,0,Mixed,0,2,Spanish,,,,,,0,True,1,1,Western,14,11,103.0,,19.0,11.0,,,False,ESP
2024,Sweden,Unforgettable,Marcus & Martinus,9.0,174.0,,1.0,1.0,1.0,1.0,,,,,1,,0,M,0,2,English,,,,,,0,False,1,0,Northern,12,20,59.0,0.947368421,125.0,49.0,,,False,SWE
2024,Switzerland,The Code,Nemo,1.0,591.0,1.0,1.0,21.0,1.0,0.0,2.0,4.0,132.0,4.0,0,,1,M,0,1,English,,,,,,0,False,0,0,Central,2,6,290.0,0.421052632,365.0,226.0,,,False,CHE
2024,Ukraine,Teresa & Maria,Alyona Alyona & Jerry Heil,3.0,453.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,173.0,5.0,1,,0,F,0,2,Ukrainian,English,,,,,1,True,0,0,Eastern,8,4,150.0,1.0,146.0,307.0,,,False,UKR
2024,United Kingdom,Dizzy,Olly Alexander,18.0,46.0,,,13.0,1.0,1.0,,,,,0,,1,M,0,1,English,,,,,,0,True,0,1,Western,16,7,89.0,,46.0,0.0,,,False,GBR
2023,Albania,Duje,Albina & Familja Kelmendi,22.0,76.0,0.0,0.0,10.0,1.0,0.0,2.0,9.0,83.0,14.0,1,,0,Mixed,0,6,Albanian,,,,,,0,True,0,1,Southern,29,29,0.0,0.555555556,17.0,59.0,,,False,ALB
2023,Armenia,Future Lover,Brunette,14.0,122.0,0.0,0.0,17.0,1.0,0.0,2.0,6.0,99.0,2.0,0,,1,F,0,1,English, Armenian,,,,,1,False,0,0,South-Eastern,9,23,7.0,0.785714286,69.0,53.0,,,False,ARM
2023,Australia,Promise,Voyager,9.0,151.0,0.0,1.0,15.0,1.0,0.0,2.0,1.0,149.0,16.0,0,,0,Mixed,0,5,English,,,,,,0,True,0,0,Western,17,12,3.0,0.857142857,130.0,21.0,,,False,AUS
2023,Austria,Who The Hell Is Edgar?,Teya & Salena,15.0,120.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,137.0,13.0,0,,0,F,0,2,English,Italian,,,,,1,False,1,0,Central,4,8,228.0,0.5,104.0,16.0,,,False,AUT
2023,Azerbaijan,Tell Me More,TuralTuranX,,,,,,0.0,0.0,1.0,14.0,4.0,12.0,0,,0,M ,0,2,English,,,,,,0,False,0,0,South-Eastern,35,33,4.0,0.928571429,,,,,False,AZE
2023,Belgium,Because Of You,Gustaph,7.0,182.0,0.0,1.0,16.0,1.0,0.0,2.0,8.0,90.0,5.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Western,20,10,21.0,0.444444444,127.0,55.0,,,False,BEL
2023,Croatia,Mama SC!,Let 3,13.0,123.0,0.0,0.0,25.0,1.0,0.0,1.0,8.0,76.0,7.0,1,,0,M,0,6,Croatian,,,,,,0,True,1,1,Southern,26,34,1.0,0.4375,11.0,112.0,,,False,HRV
2023,Cyprus,Break A Broken Heart,Andrew Lambrou,12.0,126.0,0.0,0.0,7.0,1.0,0.0,2.0,7.0,94.0,6.0,0,,1,M,0,1,English,,,,,,0,False,1,0,South-Eastern,18,31,14.0,0.588235294,68.0,58.0,,,False,CYP
2023,Czech Republic,My Sister's Crown,Vesna,10.0,129.0,0.0,1.0,14.0,1.0,0.0,1.0,4.0,110.0,13.0,1,,0,F,0,6,English, Ukrainian, Czech, Bulgarian,,,1,False,1,1,Central,8,26,91.0,0.4,94.0,35.0,,,False,CZE
2023,Denmark,Breaking My Heart,Reiley,,,,,,0.0,0.0,2.0,14.0,6.0,1.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Northern,31,18,0.0,0.666666667,,,,,False,DNK
2023,Estonia,Bridges,Alika,8.0,168.0,0.0,1.0,12.0,1.0,0.0,2.0,10.0,74.0,4.0,1,,1,F,0,1,English,,,,,,0,False,1,1,Northern,14,22,6.0,0.444444444,146.0,22.0,,,False,EST
2023,Finland,Cha Cha Cha,Kaarija,2.0,526.0,1.0,1.0,13.0,1.0,0.0,1.0,1.0,177.0,15.0,1,,1,M,0,1,Finnish,,,,,,0,True,1,0,Northern,1,2,394.0,0.555555556,150.0,376.0,,,False,FIN
2023,France,Evidemment,La Zarra,16.0,104.0,0.0,0.0,6.0,1.0,1.0,,,,,0,,1,F,0,1,French,,,,,,0,True,1,1,Western,5,1,302.0,,54.0,50.0,,,False,FRA
2023,Georgia,Echo,Iru,,,,,,0.0,0.0,2.0,12.0,33.0,11.0,1,,1,F,0,1,English,,,,,,0,False,0,0,South-Eastern,23,36,3.0,0.5,,,,,False,GEO
2023,Germany,Blood & Glitter,Lord of the Lost,26.0,18.0,0.0,0.0,21.0,1.0,1.0,,,,,1,,0,M,0,6,English,,,,,,0,False,1,1,Central,22,24,2.0,,3.0,15.0,,,False,DEU
2023,Greece,What They Say,Victor Vernicos,,,,,,0.0,0.0,2.0,13.0,14.0,8.0,0,,1,M,0,1,English,,,,,,0,False,1,1,Southern,34,32,1.0,0.888888889,,,,,False,GRC
2023,Iceland,Power,Dilja,,,,,,0.0,0.0,2.0,11.0,44.0,7.0,1,,1,F,0,1,English,,,,,,0,False,0,1,Northern,30,28,0.0,0.611111111,,,,,False,ISL
2023,Ireland,We Are One,Wild Youth,,,,,,0.0,0.0,1.0,12.0,10.0,6.0,1,,0,M,0,4,English,,,,,,0,False,1,0,Western,33,16,0.0,0.444444444,,,,,False,IRL
2023,Israel,Unicorn,Noa Kirel,3.0,362.0,1.0,1.0,23.0,1.0,0.0,1.0,3.0,127.0,9.0,0,,1,F,0,1,English,Hebrew,,,,,1,True,0,0,South-Eastern,6,17,83.0,0.611111111,177.0,185.0,,,False,ISR
2023,Italy,Due Vite,Marco Mengoni,4.0,350.0,1.0,1.0,11.0,1.0,1.0,,,,,1,,1,M,1,1,Italian,,,,,,0,True,1,1,Western,12,11,226.0,,176.0,174.0,,,False,ITA
2023,Latvia,Aija,Sudden Lights,,,,,,0.0,0.0,1.0,11.0,34.0,4.0,1,,0,M,0,4,English,Latvian,,,,,1,True,1,1,Northern,21,19,0.0,0.333333333,,,,,False,LVA
2023,Lithuania,Stay,Monika Linkyte,11.0,127.0,0.0,0.0,22.0,1.0,0.0,2.0,4.0,110.0,15.0,1,,1,F,1,1,English,Lithuanian,,,,,1,True,1,1,Northern,25,14,5.0,0.611111111,81.0,46.0,,,False,LTU
2023,Malta,Dance (Our Own Party),The Busker,,,,,,0.0,0.0,1.0,15.0,3.0,2.0,1,,0,M,0,3,English,,,,,,0,False,1,0,Western,32,25,2.0,0.555555556,,,,,False,MLT
2023,Moldova,Soarele si Luna,Pasha Parfeni,18.0,96.0,0.0,0.0,18.0,1.0,0.0,1.0,5.0,109.0,10.0,1,,1,M,1,1,Romanian,,,,,,0,False,0,0,Eastern,15,21,32.0,0.666666667,20.0,76.0,,,False,MDA
2023,Netherlands,Burning Daylight,Mia Nicolai & Dion Cooper,,,,,,0.0,0.0,1.0,13.0,7.0,14.0,0,,0,Mixed,0,2,English,,,,,,0,False,1,1,Western,27,9,5.0,0.5,,,,,False,NLD
2023,Norway,Queen of Kings,Alessandra,5.0,268.0,1.0,1.0,20.0,1.0,0.0,1.0,6.0,102.0,1.0,1,,1,F,0,1,English,Italian,Latin,,,,1,False,0,1,Northern,3,5,263.0,0.833333333,52.0,216.0,,,False,NOR
2023,Poland,Solo,Blanka,19.0,93.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,124.0,9.0,1,,1,F,0,1,English,,,,,,0,False,1,1,Eastern,28,30,2.0,0.4375,12.0,81.0,,,False,POL
2023,Portugal,Ai Coracao,Mimicat,23.0,59.0,0.0,0.0,2.0,1.0,0.0,1.0,9.0,74.0,5.0,1,,1,F,0,1,Portuguese,,,,,,0,True,1,1,Western,16,13,14.0,0.4375,43.0,16.0,,,False,PRT
2023,Romania,D.G.T. (Off and On),Theodor Andrei,,,,,,0.0,0.0,2.0,15.0,0.0,3.0,1,,1,M,0,1,Romanian, English,,,,,1,True,1,1,Eastern,36,35,0.0,0.823529412,,,,,False,ROU
2023,San Marino,Like An Animal,Piqued Jacks,,,,,,0.0,0.0,2.0,16.0,0.0,12.0,1,,0,M,0,4,English,,,,,,0,False,0,0,Western,37,15,0.0,0.25,,,,,False,SMR
2023,Serbia,Samo Mi Se Spava,Luke Black,24.0,30.0,0.0,0.0,5.0,1.0,0.0,1.0,10.0,37.0,3.0,1,,1,M,0,1,Serbian, English,,,,,1,True,0,0,Southern,13,7,17.0,0.785714286,14.0,16.0,,,False,SRB
2023,Slovenia,Carpe Diem,Joker Out,21.0,78.0,0.0,0.0,24.0,1.0,0.0,2.0,5.0,103.0,10.0,0,,0,M,0,5,Slovene,,,,,,0,True,1,1,Central,10,6,34.0,0.333333333,33.0,45.0,,,False,SVN
2023,Spain,Eaea,Blanca Paloma,17.0,100.0,0.0,0.0,8.0,1.0,1.0,,,,,1,,1,F,0,1,Spanish,,,,,,0,True,1,1,Western,7,37,76.0,,95.0,5.0,,,False,ESP
2023,Sweden,Tattoo,Loreen,1.0,583.0,1.0,1.0,9.0,1.0,0.0,1.0,2.0,135.0,11.0,1,,1,F,1,1,English,,,,,,0,False,1,0,Northern,2,3,423.0,0.944444444,340.0,243.0,,,False,SWE
2023,Switzerland,Watergun,Remo Forrer,20.0,92.0,0.0,0.0,3.0,1.0,0.0,1.0,7.0,97.0,8.0,0,,1,M,0,1,English,,,,,,0,False,0,0,Central,19,20,23.0,0.388888889,61.0,31.0,,,False,CHE
2023,Ukraine,Heart Of Steel,TVORCHI,6.0,243.0,0.0,1.0,19.0,1.0,1.0,,,,,1,,0,M,0,2,English, Ukrainian,,,,,1,False,0,0,Eastern,24,27,0.0,1.0,54.0,189.0,,,False,UKR
2023,United Kingdom,I Wrote A Song,Mae Muller,25.0,24.0,0.0,0.0,26.0,1.0,1.0,,,,,0,,1,F,0,1,English,,,,,,0,True,0,1,Western,11,4,154.0,,15.0,9.0,,,False,GBR
2022,Albania,Sekret,Ronela Hajati,,,0.0,0.0,,0.0,0.0,1.0,12.0,58.0,1.0,1,,1,F,0,1,Albanian,English,Spanish,,,,1,True,0,1,Southern,14,23,88.0,0.588235294,,,12.0,46.0,False,ALB
2022,Armenia,Snap,Rosa Linn,20.0,61.0,0.0,0.0,8.0,1.0,0.0,1.0,5.0,187.0,17.0,0,,1,F,0,1,English,,,,,,0,False,0,0,South-Eastern,18,8,0.0,0.769230769,40.0,21.0,,,False,ARM
2022,Australia,Not The Same,Sheldon Riley,15.0,125.0,0.0,0.0,21.0,1.0,0.0,2.0,2.0,243.0,8.0,1,,1,M,0,1,English,,,,,,0,True,0,0,Western,17,3,16.0,0.833333333,123.0,2.0,,,False,AUS
2022,Austria,Halo,LUM!X feat. Pia Maria,,,0.0,0.0,,0.0,0.0,1.0,15.0,42.0,13.0,0,,0,Mixed,0,2,English,,,,,,0,False,1,0,Central,16,5,73.0,0.538461538,,,6.0,36.0,False,AUT
2022,Azerbaijan,Fade To Black,Nadir Rustamil,16.0,106.0,0.0,0.0,15.0,1.0,0.0,2.0,10.0,96.0,4.0,0,,1,M,0,1,English,,,,,,0,False,0,0,South-Eastern,26,22,0.0,0.923076923,103.0,3.0,,,False,AZE
2022,Belgium,Miss You,Jeremie Makiese,19.0,64.0,0.0,0.0,16.0,1.0,0.0,2.0,8.0,151.0,16.0,0,,1,M,0,1,English,,,,,,0,False,1,1,Western,24,17,2.0,0.411764706,59.0,5.0,,,False,BEL
2022,Bulgaria,Intention,Intelligent Music Project,,,0.0,0.0,,0.0,0.0,1.0,16.0,29.0,7.0,0,,0,Mixed,1,6,English,,,,,,0,False,1,1,Eastern,40,20,0.0,0.384615385,,,11.0,18.0,False,BGR
2022,Croatia,Guilty Pleasure,Mia Dimsic,,,0.0,0.0,,0.0,0.0,1.0,11.0,75.0,11.0,1,,1,F,0,1,English,Croatian,,,,,1,True,1,1,Southern,33,13,4.0,0.466666667,,,42.0,33.0,False,HRV
2022,Cyprus,Ella,Andromache,,,0.0,0.0,,0.0,0.0,2.0,12.0,63.0,9.0,0,,1,F,0,1,English,Greek,,,,,1,True,1,0,South-Eastern,15,25,59.0,0.625,,,9.0,54.0,False,CYP
2022,Czech Republic,Lights Off,We Are Domi,22.0,38.0,0.0,0.0,1.0,1.0,0.0,2.0,4.0,227.0,18.0,1,,0,Mixed,0,3,English,,,,,,0,False,1,1,Central,12,1,35.0,0.333333333,33.0,5.0,,,False,CZE
2022,Denmark,The Show,REDDI,,,0.0,0.0,,0.0,0.0,1.0,13.0,55.0,12.0,1,,0,F,0,4,English,,,,,,0,False,1,1,Northern,35,18,0.0,0.705882353,,,35.0,20.0,False,DNK
2022,Estonia,Hope,Stefan ,13.0,141.0,0.0,0.0,25.0,1.0,0.0,2.0,5.0,209.0,12.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Northern,19,11,54.0,0.411764706,43.0,98.0,,,False,EST
2022,Finland,Jezebel,The Rasmus,21.0,38.0,0.0,0.0,4.0,1.0,0.0,2.0,7.0,162.0,1.0,1,,0,Mixed,0,4,English,,,,,,0,False,1,0,Northern,22,2,37.0,0.529411765,12.0,26.0,,,False,FIN
2022,France,Fulenn,Alvan & Ahez,24.0,17.0,0.0,0.0,6.0,1.0,1.0,,,,,1,,0,Mixed,0,4,Breton,,,,,,0,False,1,1,Western,10,35,175.0,,9.0,8.0,,,False,FRA
2022,Georgia,Lock Me In,Circus Mircus ,,,0.0,0.0,,0.0,0.0,2.0,18.0,22.0,5.0,0,,0,M,1,5,English,,,,,,0,False,0,0,South-Eastern,39,39,0.0,0.538461538,,,13.0,9.0,False,GEO
2022,Germany,Rockstars,Malik Harris,25.0,6.0,0.0,0.0,13.0,1.0,1.0,,,,,1,,1,M,0,1,English,,,,,,0,False,1,1,Central,28,32,2.0,,0.0,6.0,,,False,DEU
2022,Greece,Die Together,Amanda Georgiadi Tenfjord,8.0,215.0,0.0,1.0,17.0,1.0,0.0,1.0,3.0,211.0,15.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Southern,6,36,38.0,0.882352941,158.0,57.0,,,False,GRC
2022,Iceland,Med Haekkandi Sol,Systur,23.0,20.0,0.0,0.0,18.0,1.0,0.0,1.0,10.0,103.0,14.0,1,,0,F,0,3,Icelandic,,,,,,0,True,0,1,Northern,27,15,0.0,0.588235294,10.0,10.0,,,False,ISL
2022,Ireland,That's Rich,Brooke,,,0.0,0.0,,0.0,0.0,2.0,15.0,47.0,10.0,1,,1,F,0,1,English,,,,,,0,False,1,0,Western,25,34,0.0,0.470588235,,,12.0,35.0,False,IRL
2022,Israel,I.M,Michael Ben David,,,0.0,0.0,,0.0,0.0,2.0,13.0,61.0,2.0,1,,1,M,0,1,English,Hebrew,,,,,1,True,0,0,South-Eastern,32,7,0.0,0.647058824,,,34.0,27.0,False,ISR
2022,Italy,Brividi ,Mahmood & Blanco,6.0,268.0,0.0,1.0,9.0,1.0,1.0,,,,,1,,0,M,1,2,Italian,,,,,,0,True,1,1,Western,4,10,387.0,,158.0,110.0,,,False,ITA
2022,Latvia,Eat Your Salad,Citi Zeni,,,0.0,0.0,,0.0,0.0,1.0,14.0,55.0,2.0,1,,0,M,0,6,English,,,,,,0,False,1,1,Northern,31,33,7.0,0.352941176,,,39.0,16.0,False,LVA
2022,Lithuania,Sentimentai ,Monika Liu,14.0,128.0,0.0,0.0,14.0,1.0,0.0,1.0,7.0,159.0,3.0,1,,1,F,0,1,Lithuanian,,,,,,0,True,1,1,Northern,21,31,11.0,0.588235294,35.0,93.0,,,False,LTU
2022,Malta,I Am What I Am,Emma Muscat,,,0.0,0.0,,0.0,0.0,2.0,16.0,47.0,6.0,1,,1,F,0,1,English,,,,,,0,False,1,0,Western,37,21,2.0,0.588235294,,,27.0,20.0,False,MLT
2022,Moldova,Trenuletul,Zdob si Zdub & Fratii Advahov ,7.0,253.0,0.0,1.0,19.0,1.0,0.0,1.0,8.0,154.0,9.0,0,,0,M,1,6,Romanian,English,,,,,1,False,0,0,Eastern,23,27,6.0,0.647058824,14.0,239.0,,,False,MDA
2022,Montenegro,Breathe,Vladana,,,0.0,0.0,,0.0,0.0,2.0,17.0,33.0,15.0,0,,1,F,0,1,English,Italian,,,,,1,False,0,1,Southern,36,37,0.0,0.181818182,,,11.0,22.0,False,MNE
2022,Netherlands,Die Diepte,S10,11.0,171.0,0.0,0.0,11.0,1.0,0.0,1.0,2.0,221.0,8.0,0,,1,F,0,1,Dutch,,,,,,0,True,1,1,Western,3,4,218.0,0.470588235,129.0,42.0,,,False,NLD
2022,North Macedonia,Circles,Andrea,,,0.0,0.0,,0.0,0.0,2.0,11.0,76.0,11.0,1,,1,F,0,1,English,,,,,,0,False,0,1,Southern,38,38,0.0,0.352941176,,,56.0,20.0,False,MKD
2022,Norway,Get That Wolf A Banana,Subwoolfer,10.0,182.0,0.0,1.0,7.0,1.0,0.0,1.0,6.0,177.0,16.0,1,,0,M,0,2,English,,,,,,0,False,0,1,Northern,9,28,120.0,0.823529412,36.0,146.0,,,False,NOR
2022,Poland,River,Ochman,12.0,151.0,0.0,0.0,23.0,1.0,0.0,2.0,6.0,198.0,14.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Eastern,11,14,144.0,0.4,46.0,105.0,,,False,POL
2022,Portugal,"Saudade, Saudade",MARO,9.0,207.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,208.0,10.0,1,,1,F,0,1,English,Portuguese,,,,,1,True,1,1,Western,13,26,9.0,0.4,171.0,36.0,,,False,PRT
2022,Romania,Llamame,WRS,18.0,65.0,0.0,0.0,2.0,1.0,0.0,2.0,9.0,118.0,13.0,1,,1,M,0,1,English,Spanish,,,,,1,False,1,1,Eastern,20,29,2.0,0.8125,12.0,53.0,,,False,ROU
2022,San Marino,Stripper,Achille Laura,,,0.0,0.0,,0.0,0.0,2.0,14.0,50.0,7.0,1,,1,M,0,1,Italian,English,,,,,1,True,0,0,Western,30,30,0.0,0.272727273,,,21.0,29.0,False,SMR
2022,Serbia,In Corpore Sano,Konstrakta ,5.0,312.0,1.0,1.0,24.0,1.0,0.0,2.0,3.0,237.0,3.0,1,,1,F,0,1,Serbian,Latin,,,,,1,True,0,0,Southern,8,40,53.0,0.769230769,87.0,225.0,,,False,SRB
2022,Slovenia,Disko,LPS,,,0.0,0.0,,0.0,0.0,1.0,17.0,15.0,5.0,1,,0,Mixed,0,5,Slovene,,,,,,0,True,1,1,Central,29,12,0.0,0.352941176,,,7.0,8.0,False,SVN
2022,Spain,SloMo,Chanel,3.0,459.0,1.0,1.0,10.0,1.0,1.0,,,,,1,,1,F,0,1,Spanish,English,,,,,1,True,1,1,Western,1,16,294.0,,231.0,228.0,,,False,ESP
2022,Sweden,Cornelia Jacobs,Hold Me Closer,4.0,438.0,1.0,1.0,20.0,1.0,0.0,2.0,1.0,396.0,17.0,1,,1,F,0,1,English,,,,,,0,False,1,0,Northern,2,6,393.0,0.941176471,258.0,180.0,,,False,SWE
2022,Switzerland,Marius Bear,Boys Do Cry,17.0,78.0,0.0,0.0,5.0,1.0,0.0,1.0,9.0,118.0,4.0,0,,1,M,0,1,English,,,,,,0,False,0,0,Central,34,19,1.0,0.352941176,78.0,0.0,,,False,CHE
2022,Ukraine,Kalush Orchestra,Stefania,1.0,631.0,1.0,1.0,12.0,1.0,0.0,1.0,1.0,337.0,6.0,1,,0,M,1,6,Ukrainian,,,,,,0,True,0,0,Eastern,7,24,60.0,1.0,192.0,439.0,,,False,UKR
2022,United Kingdom,Spaceman,Sam Ryder,2.0,466.0,1.0,1.0,22.0,1.0,1.0,,,,,0,,1,M,0,1,English,,,,,,0,True,0,1,Western,5,9,204.0,,283.0,183.0,,,False,GBR
2021,Albania,Karma,Anxhela Peristeri,21.0,57.0,0.0,0.0,2.0,1.0,0.0,2.0,10.0,112.0,11.0,1,,1,F,0,1,Albanian,,,,,,0,True,0,1,Southern,24,26,0.0,0.6,22.0,35.0,,,False,ALB
2021,Australia,Technicolour,Montaigne,,,0.0,0.0,,0.0,0.0,1.0,14.0,28.0,5.0,0,,1,F,0,1,English,,,,,,0,True,0,0,Western,22,19,4.0,1.0,,,26.0,2.0,False,AUS
2021,Austria,Amen,Vincent Bueno,,,0.0,0.0,,0.0,0.0,2.0,12.0,66.0,5.0,0,,1,M,0,1,English,,,,,,0,False,1,0,Central,34,30,0.0,0.583333333,,,53.0,13.0,False,AUT
2021,Azerbaijan,Mata Hari,Efendi,20.0,65.0,0.0,0.0,21.0,1.0,0.0,1.0,8.0,138.0,14.0,0,,1,F,0,1,English,Azerbaijani,,,,,1,True,0,0,South-Eastern,10,21,59.0,0.916666667,32.0,33.0,,,False,AZE
2021,Belgium,The Wrong Place,Hooverphonic,19.0,74.0,0.0,0.0,4.0,1.0,0.0,1.0,9.0,117.0,11.0,0,,0,Mixed,0,3,English,,,,,,0,False,1,1,Western,17,20,7.0,0.375,71.0,3.0,,,False,BEL
2021,Bulgaria,Growing Up Is Getting Old,VICTORIA,11.0,170.0,0.0,0.0,17.0,1.0,0.0,2.0,3.0,250.0,13.0,0,,1,F,0,1,English,,,,,,0,False,1,1,Eastern,15,6,7.0,0.333333333,140.0,30.0,,,False,BGR
2021,Croatia,Tick-Tock,Albina,,,0.0,0.0,,0.0,0.0,1.0,11.0,110.0,10.0,1,,1,F,0,1,English,Croatian,,,,,1,True,1,1,Southern,20,24,30.0,0.5,,,57.0,53.0,False,HRV
2021,Cyprus,El Diablo,Elena Tsagrinou,16.0,94.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,170.0,8.0,0,,1,F,0,1,English,Spanish,,,,,1,False,1,0,South-Eastern,5,4,238.0,0.6,50.0,44.0,,,False,CYP
2021,Czech Republic,omaga,Benny Cristo,,,0.0,0.0,,0.0,0.0,2.0,15.0,23.0,3.0,0,,1,M,0,1,English,Czech,,,,,1,True,1,1,Central,29,23,0.0,0.375,,,23.0,0.0,False,CZE
2021,Denmark,Ove Os Pa Hinanden,Fyr Og Flamme,,,0.0,0.0,,0.0,0.0,2.0,11.0,89.0,17.0,1,,0,M ,0,2,Danish,,,,,,0,True,1,1,Northern,32,28,32.0,0.75,,,9.0,80.0,False,DNK
2021,Estonia,The Lucky One,Uku Suviste,,,0.0,0.0,,0.0,0.0,2.0,13.0,58.0,2.0,1,,1,M,0,1,English,,,,,,0,False,1,1,Northern,36,8,4.0,0.4375,,,29.0,29.0,False,EST
2021,Finland,Dark Side,Blind Channel,6.0,301.0,0.0,1.0,16.0,1.0,0.0,2.0,5.0,234.0,14.0,1,,0,M,0,6,English,,,,,,0,False,1,0,Northern,8,10,37.0,0.5,83.0,218.0,,,False,FIN
2021,France,Voila,Barbara Pravi,2.0,499.0,1.0,1.0,20.0,1.0,1.0,,,,,1,,1,F,0,1,French,,,,,,0,True,1,1,Western,3,18,318.0,,248.0,251.0,,,False,FRA
2021,Georgia,You,Tornike Kipiani,,,0.0,0.0,,0.0,0.0,2.0,16.0,16.0,10.0,0,,1,M,0,1,English,,,,,,0,False,0,0,South-Eastern,39,37,0.0,0.583333333,,,1.0,15.0,False,GEO
